mz_rt,b1,b3,FC_post_div_pre,p,log2_FC_post_div_pre,neglog10p,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size
796.5845_7.27,70270.12006605465,86186.92937590445,1.2265089243463343,0.00561,0.29455773129735635,2.2510371387438384,796.5845,7.27,81389.375,Cluster_796.5845_7.27,796.5845_7.27;797.5882_7.268,2
796.5848_7.423,133267.07836013637,155772.13259091738,1.1688718212157705,0.0169,0.22511673223455592,1.7721132953863266,796.5848,7.423,151131.45,796.5848_7.423,796.5848_7.423,1
797.6383_8.603,8135.912324488189,10914.882452770695,1.3415683475248517,9.79e-4,0.42392055599490264,3.0092173081968623,797.6383,8.603,9802.671,797.6383_8.603,797.6383_8.603,1
797.6421_8.39,37693.6824948575,46434.4993143688,1.2318907636764806,0.0188,0.3008743325837289,1.7258421507363202,797.6421,8.39,39925.5,797.6421_8.39,797.6421_8.39,1
798.6518_8.391,17638.895866305207,24238.49694333446,1.3741504642383073,4.82e-4,0.45853998241337474,3.3169529617611504,798.6518,8.391,21256.436,798.6518_8.391,798.6518_8.391,1
799.6686_9.32,121158.63258484552,144380.94109916524,1.1916686249991928,0.0129,0.25298311202942536,1.889410289700751,799.6686,9.32,131153.12,Cluster_799.6686_9.32,799.6686_9.32;821.6501_9.321,2
800.5726_6.827,5138.719884749731,4241.930855143725,0.8254839629870812,0.00673,-0.2766879073003112,2.171984935776023,800.5726,6.827,4914.747,800.5726_6.827,800.5726_6.827,1
802.5357_6.323,150121.47100640342,120455.56154596734,0.8023872983554053,0.0446,-0.31762932635589364,1.350665141287858,802.5357,6.323,133632.47,Cluster_802.5357_6.323,802.5357_6.323;897.6684_6.323;911.6839_6.326,3
802.5717_7.81,3349.5780499856946,4305.241876479184,1.2853087201528475,0.00616,0.36211492404167145,2.2104192878355744,802.5717,7.81,3985.765,802.5717_7.81,802.5717_7.81,1
803.037_6.321,7482.132536505885,5225.002753700158,0.6983306869006902,0.0357,-0.5180177241031899,1.4473317838878068,803.037,6.321,6580.9307,803.037_6.321,803.037_6.321,1
805.0108_3.238,4220.618948789474,3013.290121817132,0.7139450773402277,0.00464,-0.4861150006001897,2.3334820194451193,805.0108,3.238,3705.409,805.0108_3.238,805.0108_3.238,1
805.6187_7.848,14380.847159456582,17904.285369647772,1.2450090854261142,0.0018,0.31615627036674854,2.744727494896694,805.6187,7.848,15574.151,805.6187_7.848,805.6187_7.848,1
805.6784_9.291,5819.090231412665,4763.0405751029,0.8185198004648582,0.024,-0.28891077814280103,1.6197887582883939,805.6784,9.291,5062.0806,805.6784_9.291,805.6784_9.291,1
807.6349_8.948,96990.45203471402,82546.40315108278,0.8510776207284656,0.00813,-0.2326373790357196,2.089909454405932,807.6349,8.948,86888.555,807.6349_8.948,807.6349_8.948,1
807.6359_7.483,10332.93386364931,13309.287606203834,1.2880453685109872,0.00951,0.36518341004653915,2.021819483062586,807.6359,7.483,11709.819,807.6359_7.483,807.6359_7.483,1
808.6375_8.751,24984.837248721058,28946.30719417673,1.1585549629969454,0.0105,0.21232648871044538,1.978810700930062,808.6375,8.751,28308.494,808.6375_8.751,808.6375_8.751,1
809.6507_9.876,131745.66772615397,112883.97634139493,0.856832549333122,0.00415,-0.2229148086956291,2.381951903287907,809.6507,9.876,123345.61,Cluster_809.6507_9.876,809.6507_9.876;811.657_9.886,2
809.6525_8.065,67091.44028107084,86422.37456222659,1.28812817551943,0.00138,0.3652761563296841,2.8601209135987635,809.6525,8.065,68933.03,809.6525_8.065,809.6525_8.065,1
810.6564_8.03,43489.71270701866,52670.861164115086,1.2111108095596756,0.00184,0.2763308692342854,2.7351821769904636,810.6564,8.03,43775.035,810.6564_8.03,810.6564_8.03,1
811.2977_7.959,4031.3916777007494,5221.257919042047,1.295150244994285,0.00174,0.37311946867252965,2.7594507517174,811.2977,7.959,4950.187,811.2977_7.959,811.2977_7.959,1
811.3445_7.959,4445.374701610933,5558.491563728085,1.250398883521287,0.0198,0.32238839527121493,1.7033348097384688,811.3445,7.959,5219.143,811.3445_7.959,811.3445_7.959,1
811.4149_7.961,5608.542734512806,6684.288784909642,1.1918049128478794,0.00183,0.2531480996414342,2.7375489102695707,811.4149,7.961,6383.3955,811.4149_7.961,811.4149_7.961,1
811.6292_7.819,15840.951328523919,18417.58076557547,1.1626562309052713,0.0242,0.2174245901200757,1.6161846340195687,811.6292,7.819,17792.541,811.6292_7.819,811.6292_7.819,1
811.6703_8.961,1172893.8173981912,1376371.1635342871,1.1734831773497332,0.0169,0.23079716003059614,1.7721132953863266,811.6703,8.961,1178470.8,Cluster_811.6703_8.961,1622.3273_8.96;1623.3314_8.96;811.6703_8.961,3
812.615_8.136,100826.6619641161,86409.57197822438,0.857011134703411,0.0437,-0.22261414623565864,1.359518563029578,812.615,8.136,102265.76,Cluster_812.615_8.136,812.615_8.136;813.6188_8.138,2
813.6834_9.437,11262.071525495794,16708.241234429093,1.4835850754991133,0.00157,0.5690876598693615,2.8041003475907664,813.6834,9.437,14757.252,Cluster_813.6834_9.437,813.6834_9.437;835.6652_9.434,2
813.6854_10.226,677817.2740666289,569451.7703961722,0.8401257863785212,0.0137,-0.25132274580717695,1.8632794328435933,813.6854,10.226,571533.44,Cluster_813.6854_10.226,1626.3599_10.225;1627.3632_10.227;813.6854_10.226,3
814.535_6.26,5531.041319432871,7143.608148943017,1.2915485053139129,0.00115,0.36910182623699767,2.939302159646388,814.535,6.26,7060.9873,814.535_6.26,814.535_6.26,1
815.7025_10.568,2334210.926237734,1996403.0654307858,0.8552796334685038,0.00533,-0.22553190896940967,2.2732727909734276,815.7025,10.568,2087752,Cluster_815.7025_10.568,1630.3921_10.568;1631.3955_10.568;815.7025_10.568;932.8152_10.571,4
817.7051_10.344,12673.114032079631,15954.842842155798,1.2589520461797377,0.0302,0.3322233314633934,1.5199930570428493,817.7051,10.344,14480.891,817.7051_10.344,817.7051_10.344,1
818.6049_7.793,8229.324946531271,10385.012192180351,1.2619518927318236,7.96e-4,0.3356569139336948,3.099086932262331,818.6049,7.793,9476.864,818.6049_7.793,818.6049_7.793,1
819.6577_6.728,4263.583505213136,3218.0504974296396,0.7547759985221093,0.0457,-0.40587954815949456,1.3400837999301498,819.6577,6.728,3899.2761,819.6577_6.728,819.6577_6.728,1
820.5846_7.213,41254.33433412776,48738.00462032389,1.181403249064311,0.0253,0.24050148474087796,1.596879478824182,820.5846,7.213,44624.344,820.5846_7.213,820.5846_7.213,1
820.6202_7.907,28051.05872886796,33480.11747249535,1.1935420262066696,4.22e-5,0.2552493665306974,4.374687549038326,820.6202,7.907,31462.61,820.6202_7.907,820.6202_7.907,1
824.616_8.544,16342.076907707447,20264.0503586381,1.239992350610033,5.65e-4,0.3103312207968196,3.2479515521805613,824.616,8.544,18082.86,824.616_8.544,824.616_8.544,1
824.6527_9.167,5220.967269043423,6018.840728190087,1.1528210038544926,0.00664,0.2051685260873634,2.1778319206319825,824.6527,9.167,5112.047,824.6527_9.167,824.6527_9.167,1
825.6778_9.575,9767.723687758184,12561.134905896763,1.2859838491991271,4.76e-4,0.3628725238271022,3.322393047279507,825.6778,9.575,10417.339,825.6778_9.575,825.6778_9.575,1
825.6815_9.335,7142.4894588653215,11243.806369344467,1.574213925564644,4.56e-6,0.6546316071604613,5.341035157335565,825.6815,9.335,9390.847,825.6815_9.335,825.6815_9.335,1
825.682_9.561,10706.597420788281,13152.936886616235,1.228488974571703,0.00453,0.29688490987581595,2.343901797987168,825.682,9.561,11669.591,Cluster_825.682_9.561,825.6817_9.564;825.682_9.561,2
826.5348_5.993,4727.03808188505,5841.018468440759,1.2356613945685573,0.00527,0.30528345901695636,2.2781893847874533,826.5348,5.993,5394.757,826.5348_5.993,826.5348_5.993,1
827.6071_6.849,6630.608464926048,7764.5647748515175,1.1710184390955614,0.0192,0.2277637929888151,1.7166987712964503,827.6071,6.849,7419.633,827.6071_6.849,827.6071_6.849,1
827.6998_10.277,69150.58631378064,99806.91474813268,1.4433270933560067,0.00109,0.5293982869995707,2.962573502059376,827.6998,10.277,87634.2,Cluster_827.6998_10.277,827.6998_10.277;849.6809_10.279;850.6799_10.276,3
827.6999_10.502,48406.58665808897,61430.47445407918,1.2690519760870984,2.88e-4,0.3437511583102255,3.540607512240769,827.6999,10.502,53090.023,827.6999_10.502,827.6999_10.502,1
828.702_10.497,27256.335860427724,33097.19621719938,1.2142936742004176,0.00818,0.2801173763507123,2.087246696328677,828.702,10.497,30367.592,828.702_10.497,828.702_10.497,1
829.7155_10.657,82922.38836389803,96452.48745187087,1.1631658151064959,0.00481,0.21805677486786976,2.317854923626168,829.7155,10.657,93020.5,829.7155_10.657,829.7155_10.657,1
831.57_7.208,22415.332680718784,25786.03881938856,1.1503750217175759,0.0381,0.20210425575475746,1.4190750243243806,831.57,7.208,23580.523,831.57_7.208,831.57_7.208,1
831.6353_8.196,7994.55646769372,10675.961906490513,1.335403902597029,2.6e-4,0.4172761614953596,3.5850266520291822,831.6353,8.196,9397.948,831.6353_8.196,831.6353_8.196,1
832.582_7.631,33212.71434980081,38941.50870214479,1.1724879903523555,0.0423,0.2295731454717098,1.3736596326249577,832.582,7.631,37396.28,832.582_7.631,832.582_7.631,1
834.6002_7.257,44266.52448198587,55072.32422887081,1.2441077060676478,6.57e-5,0.3151113892332418,4.182434630440219,834.6002,7.257,52340.47,834.6002_7.257,834.6002_7.257,1
834.602_7.751,744116.6647619547,888488.2841377108,1.1940174521181313,0.00978,0.25582392362137363,2.0096611452123985,834.602,7.751,773554.4,Cluster_834.602_7.751,1668.1927_7.752;1669.196_7.752;834.602_7.751,3
835.655_7.749,11628.722919267586,15346.579451153333,1.319713227127086,0.0108,0.40022446689468316,1.9665762445130504,835.655,7.749,14185.104,835.655_7.749,835.655_7.749,1
837.6789_10.324,15120.753429508091,18467.495008004582,1.2213343134056625,0.0115,0.28845816041969546,1.9393021596463884,837.6789,10.324,18255.13,837.6789_10.324,837.6789_10.324,1
837.6831_9.217,5249.932649354733,6288.150389481573,1.1977582970049048,0.0122,0.2603368072138804,1.9136401693252518,837.6831,9.217,5195.587,837.6831_9.217,837.6831_9.217,1
838.6301_9.147,16335.308764886862,13645.84746948686,0.8353590168322338,0.0142,-0.2595317290539473,1.8477116556169435,838.6301,9.147,14905.121,838.6301_9.147,838.6301_9.147,1
846.6352_8.854,5818.011602256967,6702.522228094879,1.1520297115761655,0.00425,0.20417792527921125,2.3716110699496884,846.6352,8.854,5932.347,846.6352_8.854,846.6352_8.854,1
848.6521_9.028,18628.876487240144,23663.767130529897,1.270273445998657,9.12e-5,0.34513909284164734,4.0400051616715835,848.6521,9.028,19696.299,848.6521_9.028,848.6521_9.028,1
849.6682_6.746,8021.758633746153,6015.978890990681,0.7499576047679243,0.024,-0.415119052771949,1.6197887582883939,849.6682,6.746,7338.198,849.6682_6.746,849.6682_6.746,1
854.574_8.362,8718.035324554534,6479.069004378795,0.7431799440099031,0.0314,-0.4282165262505902,1.5030703519267852,854.574,8.362,8121.072,854.574_8.362,854.574_8.362,1
855.6216_6.322,5899.600286204401,4654.822101641519,0.789006352265311,0.0285,-0.3418911795095012,1.5451551399914898,855.6216,6.322,5185.558,855.6216_6.322,855.6216_6.322,1
856.5819_7.24,5832.108091766291,7017.026580362564,1.2031715582002207,0.0012,0.2668423686304487,2.9208187539523753,856.5819,7.24,7083.0405,856.5819_7.24,856.5819_7.24,1
856.5823_7.778,42799.57907239436,51493.102122247496,1.2031216950790165,0.00681,0.2667825776821951,2.166852888087215,856.5823,7.778,49223.824,856.5823_7.778,856.5823_7.778,1
858.5914_7.792,9458.812270632225,11118.113472091178,1.1754238432885238,0.00376,0.23318106857901158,2.424812155072339,858.5914,7.792,10243.691,858.5914_7.792,858.5914_7.792,1
858.5977_8.453,17801.69018200712,21116.70930509288,1.1862193471065114,0.0103,0.2463708072895488,1.9871627752948278,858.5977,8.453,19931.41,858.5977_8.453,858.5977_8.453,1
858.5992_7.06,4565.647378187926,5608.835715898498,1.2284864010072996,0.0181,0.29688188756746153,1.7423214251308154,858.5992,7.06,5289.842,858.5992_7.06,858.5992_7.06,1
859.53_8.35,6763.379695477601,4645.476535736963,0.6868572732717055,0.00157,-0.5419177520819303,2.8041003475907664,859.53,8.35,5828.098,859.53_8.35,859.53_8.35,1
860.4936_6.313,7882.781648131386,6371.7480053501895,0.8083121275927532,0.00342,-0.30701560144374895,2.465973893943865,860.4936,6.313,7276.835,860.4936_6.313,860.4936_6.313,1
863.6839_6.733,5067.6247336236,4146.095012457511,0.818153519724585,0.0295,-0.2895565165560429,1.530177984021837,863.6839,6.733,4873.977,863.6839_6.733,863.6839_6.733,1
863.7092_11.343,4995.516539730375,6135.815939158063,1.2282645629052873,0.0262,0.2966213444882286,1.5816987086802545,863.7092,11.343,6084.7617,863.7092_11.343,863.7092_11.343,1
868.7389_11.19,118092.7962353179,147577.54132523073,1.2496743749818573,0.0458,0.32155222384893994,1.3391345219961308,868.7389,11.19,131273.33,Cluster_868.7389_11.19,868.7389_11.19;873.6937_11.187;873.694_11.187,3
870.5225_6.318,11346.171500485301,9474.960780043972,0.8350799897250545,0.0077,-0.2600136993934388,2.113509274827518,870.5225,6.318,10669.712,870.5225_6.318,870.5225_6.318,1
870.6336_9.039,5054.487152768126,6236.0867306233695,1.2337723971082075,0.00113,0.3030762746745014,2.9469215565165805,870.6336,9.039,5209,870.6336_9.039,870.6336_9.039,1
870.7558_11.296,669917.8198563262,824875.269821175,1.231308147614407,0.0303,0.30019185638148815,1.518557371497695,870.7558,11.296,731518.7,Cluster_870.7558_11.296,870.7558_11.296;940.8331_11.297;954.8481_11.299,3
872.652_8.777,5137.120250456722,5999.541162645693,1.167880226691656,0.0042,0.22389232454469285,2.3767507096020997,872.652,8.777,5434.04,872.652_8.777,872.652_8.777,1
876.6835_10.245,36927.05639844885,43024.29522269457,1.1651157557335614,5.38e-4,0.22047329558912326,3.2692177243336107,876.6835,10.245,35273.113,876.6835_10.245,876.6835_10.245,1
880.718_11.248,47499.82729518807,58391.86550046909,1.2293069012144477,0.00243,0.2978451350649669,2.614393726401688,880.718,11.248,52859.715,880.718_11.248,880.718_11.248,1
884.7697_11.358,33694.605834524125,41986.47070319576,1.2460887926510669,0.0339,0.31740687426336867,1.469800301796918,884.7697,11.358,39146.53,884.7697_11.358,884.7697_11.358,1
889.7358_8.865,10166.993135624678,8206.398266832106,0.8071607954644193,0.0137,-0.3090719917545767,1.8632794328435933,889.7358,8.865,9070.728,889.7358_8.865,889.7358_8.865,1
891.7406_11.489,6518.920465433573,8512.882337198345,1.3058730172177602,0.0141,0.38501461638130824,1.85078088734462,891.7406,11.489,8414.058,891.7406_11.489,891.7406_11.489,1
894.7548_11.21,185121.36824205916,264342.1288457105,1.4279395801572978,0.0105,0.5139349364737692,1.978810700930062,894.7548,11.21,210902.73,Cluster_894.7548_11.21,894.7548_11.21;895.7581_11.209;964.8324_11.205;965.8354_11.205;978.8481_11.206;979.8509_11.21,6
896.7714_11.316,525763.8920877996,681498.2171946033,1.2962058206172837,0.0178,0.37429481761127464,1.749579997691106,896.7714,11.316,626019.6,Cluster_896.7714_11.316,896.7712_11.316;896.7714_11.316;897.7743_11.318;966.8486_11.316;967.8518_11.315;980.8635_11.316;980.8638_11.316,7
898.7872_11.44,820902.8670829902,992876.9006349697,1.2094937664952674,0.0415,0.27440333395649913,1.3819519032879073,898.7872,11.44,941176,Cluster_898.7872_11.44,898.7872_11.44;968.8643_11.442;982.8793_11.44,3
899.7091_11.203,17325.026284330645,25365.069296613823,1.4640710426832007,0.00338,0.5499855607531152,2.4710832997223453,899.7091,11.203,22080.428,899.7091_11.203,899.7091_11.203,1
901.7251_11.318,30300.230692579516,38802.82918710972,1.2806116752309902,0.0151,0.3568330680676147,1.8210230527068305,901.7251,11.318,38220.047,901.7251_11.318,901.7251_11.318,1
902.5743_7.805,5331.607242547273,6881.872404585594,1.2907688228920728,0.00286,0.3682306366389171,2.543633966870957,902.5743,7.805,6110.148,902.5743_7.805,902.5743_7.805,1
904.7835_9.894,9765.233315229521,8372.833296513869,0.8574125191106173,2.27e-4,-0.22193861273720408,3.6439741428068775,904.7835,9.894,9057.991,904.7835_9.894,904.7835_9.894,1
912.8727_11.58,5425.759812322955,4387.485752690449,0.8086398779993201,0.0196,-0.3064307431535289,1.7077439286435239,912.8727,11.58,5213.16,912.8727_11.58,912.8727_11.58,1
916.7378_11.078,11008.344630573936,13760.959890817963,1.2500480637750997,0.0276,0.3219835669168773,1.5590909179347823,916.7378,11.078,11737.928,Cluster_916.7378_11.078,916.7378_11.078;986.8154_11.075,2
918.754_11.178,56006.808234265576,69733.80235970736,1.245095097510725,0.00976,0.31625593624323994,2.0105501823333083,918.754,11.178,60268.97,Cluster_918.754_11.178,918.754_11.178;988.8322_11.176,2
918.7987_9.897,5439.283767959389,4675.593977365773,0.85959736186367,0.0485,-0.21826703979970327,1.3142582613977363,918.7987,9.897,5306.6816,918.7987_9.897,918.7987_9.897,1
920.7705_11.302,159224.3092111155,187284.4483799828,1.176230245920944,0.00308,0.2341704939623537,2.5114492834995557,920.7705,11.302,182025.34,Cluster_920.7705_11.302,1004.8642_11.302;920.7705_11.302;990.8484_11.304,3
923.7092_11.174,6628.902355908965,7800.80917469251,1.1767874613115872,0.00934,0.2348537798495309,2.0296531237699065,923.7092,11.174,7309.018,923.7092_11.174,923.7092_11.174,1
930.7988_10.228,6749.651069531005,5641.331775794519,0.8357960608157041,0.0402,-0.25877713576645295,1.39577394691553,930.7988,10.228,5501.1685,930.7988_10.228,930.7988_10.228,1
938.8159_11.193,35914.2356264394,45813.127036320046,1.2756258413194035,0.0329,0.35120522876563265,1.4828041020500258,938.8159,11.193,40146.93,938.8159_11.193,938.8159_11.193,1
942.7986_8.961,5107.118972945792,5973.827966713944,1.169706051172768,0.0465,0.22614602399959197,1.332547047110046,942.7986,8.961,5118.457,942.7986_8.961,942.7986_8.961,1
944.7698_11.221,58648.351208066,69142.99137407473,1.1789417767053165,0.0459,0.2374924710465589,1.3381873144627388,944.7698,11.221,59472.793,Cluster_944.7698_11.221,1014.8477_11.222;1028.8632_11.223;944.7698_11.221,3
950.8156_11.512,35002.68364633827,41223.612941194566,1.17772720965374,0.0289,0.2360054145041102,1.5391021572434522,950.8156,11.512,40494.297,Cluster_950.8156_11.512,950.8156_11.512;951.819_11.515,2
951.7153_7.77,10556.802992831352,13235.350480527311,1.2537271453786567,5.38e-4,0.32622340169536007,3.2692177243336107,951.7153,7.77,12075.074,951.7153_7.77,951.7153_7.77,1
963.8345_12.135,3388.424408844543,2582.155611168881,0.7620520040018833,0.0173,-0.3920386413215163,1.7619538968712045,963.8345,12.135,3059.0051,963.8345_12.135,963.8345_12.135,1
965.7308_7.761,7672.435224606631,9510.661037189839,1.2395883130675052,0.00513,0.3098610582627786,2.2898826348881838,965.7308,7.761,8441.436,965.7308_7.761,965.7308_7.761,1
971.877_11.497,22526.36190780793,29439.97046773782,1.3069119011860297,0.0274,0.38616189246783944,1.562249437179612,971.877,11.497,24645.76,971.877_11.497,971.877_11.497,1
972.8574_11.264,3470.6908863123235,2815.977935970368,0.8113594751627101,0.00606,-0.3015868485939,2.217527375833714,972.8574,11.264,3171.2522,972.8574_11.264,972.8574_11.264,1
972.8_11.345,9555.340917450954,11449.932473144736,1.1982756630099594,0.0395,0.26095983793370564,1.4034029043735399,972.8,11.345,10159.153,972.8_11.345,972.8_11.345,1
993.7984_10.238,3061.1242244770356,3989.62159087684,1.3033190744026173,3.96e-4,0.3821903231277155,3.402304814074488,993.7984,10.238,3254.098,993.7984_10.238,993.7984_10.238,1
